Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
75;infrastructure;;A8:BD:27:E9:7E:A1;;6;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:09:13 2024;Mon Jan  8 12:09:37 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
76;infrastructure;YRDSB-Guest;A8:BD:27:D4:40:82;;6;No;OPN,None;No;260.0;0;1;0;0;0;0;0;;;Mon Jan  8 12:09:44 2024;Mon Jan  8 12:13:23 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
77;infrastructure;;A8:BD:27:D4:30:83;;1;No;WPA2,AES-CCM;No;260.0;0;2;0;0;0;0;0;;;Mon Jan  8 12:10:08 2024;Mon Jan  8 12:13:47 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
78;infrastructure;;A8:BD:27:E9:46:41;;1;No;WPA,None;No;-1.0;0;0;0;34;0;0;34;;;Mon Jan  8 12:10:36 2024;Mon Jan  8 12:10:52 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
79;infrastructure;;A8:BD:27:E9:39:11;;4;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:10:41 2024;Mon Jan  8 12:14:51 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
80;infrastructure;YRDSB-Guest;A8:BD:27:D4:44:A2;;1;No;OPN,None;No;260.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:11:12 2024;Mon Jan  8 12:15:22 2024;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
81;infrastructure;;70:3A:0E:5D:EC:01;;11;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:11:40 2024;Mon Jan  8 12:11:41 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
82;infrastructure;;70:3A:0E:5D:FA:F1;;7;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:11:52 2024;Mon Jan  8 12:14:49 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
83;infrastructure;;A8:BD:27:D4:30:91;;9;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:12:28 2024;Mon Jan  8 12:13:24 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
84;infrastructure;;70:3A:0E:5D:EF:61;;5;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:12:49 2024;Mon Jan  8 12:13:16 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
85;infrastructure;;A8:BD:27:E9:80:42;;11;No;OPN,None;No;-1.0;0;0;0;1;0;0;1;;;Mon Jan  8 12:12:51 2024;Mon Jan  8 12:15:13 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.180.200.153;
86;infrastructure;;A8:BD:27:E9:82:41;;1;No;WPA,None;No;-1.0;0;0;0;1;0;0;1;;;Mon Jan  8 12:13:39 2024;Mon Jan  8 12:13:54 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
87;infrastructure;;A8:BD:27:E9:46:51;;11;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:14:07 2024;Mon Jan  8 12:14:07 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
88;infrastructure;;A8:BD:27:E9:80:41;;11;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:14:32 2024;Mon Jan  8 12:14:37 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
89;infrastructure;;70:3A:0E:5D:EB:E1;;11;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:15:09 2024;Mon Jan  8 12:15:09 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
90;infrastructure;;A8:BD:27:E9:73:E1;;1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 12:15:13 2024;Mon Jan  8 12:15:16 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
