Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
71;infrastructure;YRDSB-A;70:3A:0E:52:07:A0;;11;No;WPA2,AES-CCM;No;260.0;0;11;0;0;0;0;0;;;Mon Jan  8 11:57:32 2024;Mon Jan  8 11:58:08 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
72;infrastructure;YRDSB-A;70:3A:0E:5E:00:E0;;11;No;WPA2,AES-CCM;No;260.0;0;67;0;0;0;0;0;;;Mon Jan  8 11:57:33 2024;Mon Jan  8 11:58:49 2024;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
73;infrastructure;YRDSB-S;70:3A:0E:5E:00:E1;;11;No;WPA2,AES-CCM;No;260.0;0;59;0;30;0;0;30;;;Mon Jan  8 11:57:33 2024;Mon Jan  8 11:58:49 2024;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
74;infrastructure;;70:3A:0E:5E:00:E3;;11;No;WPA2,AES-CCM;No;260.0;0;69;0;0;0;0;0;;;Mon Jan  8 11:57:33 2024;Mon Jan  8 11:58:49 2024;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
75;infrastructure;YRDSB-S;70:3A:0E:5D:FA:E1;;11;No;WPA2,AES-CCM;No;260.0;0;53;0;71;0;0;71;;;Mon Jan  8 11:57:33 2024;Mon Jan  8 11:58:49 2024;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
76;infrastructure;YRDSB-A;A8:BD:27:E9:3C:80;;1;No;WPA2,AES-CCM;No;260.0;0;11;0;0;0;0;0;;;Mon Jan  8 11:57:34 2024;Mon Jan  8 11:58:46 2024;-90;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
77;infrastructure;DIRECT-0A-HP DeskJet 3700 series;14:CB:19:61:E6:0B;;6;No;WPA2,AES-CCM;No;65.0;0;10;0;0;0;0;0;;;Mon Jan  8 11:57:35 2024;Mon Jan  8 11:58:21 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
78;infrastructure;YRDSB-Guest;70:3A:0E:5D:FA:E2;;11;No;OPN,None;No;260.0;0;50;0;0;0;0;0;;;Mon Jan  8 11:57:35 2024;Mon Jan  8 11:58:49 2024;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
79;infrastructure;YRDSB-Guest;A8:BD:27:E9:3C:82;;1;No;OPN,None;No;260.0;0;13;0;14;0;0;14;;;Mon Jan  8 11:57:35 2024;Mon Jan  8 11:58:47 2024;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.180.201.3;
80;infrastructure;YRDSB-A;70:3A:0E:5D:FA:E0;;11;No;WPA2,AES-CCM;No;260.0;0;27;0;0;0;0;0;;;Mon Jan  8 11:57:35 2024;Mon Jan  8 11:58:47 2024;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
81;infrastructure;YRDSB-Guest;70:3A:0E:52:07:A2;;11;No;OPN,None;No;260.0;0;15;0;14;0;0;14;;;Mon Jan  8 11:57:35 2024;Mon Jan  8 11:58:12 2024;-91;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.180.200.103;
82;infrastructure;;A8:BD:27:E9:78:C2;;6;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 11:57:43 2024;Mon Jan  8 11:57:43 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
83;infrastructure;;A8:BD:27:E9:3C:83;;1;No;WPA2,AES-CCM;No;260.0;0;13;0;0;0;0;0;;;Mon Jan  8 11:57:49 2024;Mon Jan  8 11:58:50 2024;-90;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
84;infrastructure;;A8:BD:27:D4:40:63;;6;No;WPA2,AES-CCM;No;260.0;0;14;0;0;0;0;0;;;Mon Jan  8 11:58:13 2024;Mon Jan  8 11:58:47 2024;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
85;infrastructure;YRDSB-A;A8:BD:27:D4:40:60;;6;No;WPA2,AES-CCM;No;260.0;0;13;0;0;0;0;0;;;Mon Jan  8 11:58:13 2024;Mon Jan  8 11:58:47 2024;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
86;infrastructure;YRDSB-Guest;A8:BD:27:D4:40:62;;6;No;OPN,None;No;260.0;0;13;0;0;0;0;0;;;Mon Jan  8 11:58:13 2024;Mon Jan  8 11:58:47 2024;-89;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
87;infrastructure;YRDSB-S;A8:BD:27:E9:39:01;;1;No;WPA2,OPN,AES-CCM;No;260.0;0;17;0;119;0;0;119;;;Mon Jan  8 11:58:19 2024;Mon Jan  8 11:58:50 2024;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
88;infrastructure;YRDSB-S;A8:BD:27:E9:41:E1;;11;No;WPA2,AES-CCM;No;260.0;0;28;0;0;0;0;0;;;Mon Jan  8 11:58:20 2024;Mon Jan  8 11:58:49 2024;-89;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
89;infrastructure;YRDSB-A;A8:BD:27:E9:41:E0;;11;No;WPA2,AES-CCM;No;260.0;0;27;0;0;0;0;0;;;Mon Jan  8 11:58:20 2024;Mon Jan  8 11:58:49 2024;-90;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
90;infrastructure;YRDSB-S;A8:BD:27:D4:49:21;;6;No;WPA2,AES-CCM;No;260.0;0;12;0;40;0;0;40;;;Mon Jan  8 11:58:20 2024;Mon Jan  8 11:58:43 2024;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
91;infrastructure;YRDSB-Guest;A8:BD:27:D4:49:22;;6;No;OPN,None;No;260.0;0;12;0;0;0;0;0;;;Mon Jan  8 11:58:21 2024;Mon Jan  8 11:58:43 2024;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
92;infrastructure;;A8:BD:27:D4:49:23;;6;No;WPA2,AES-CCM;No;260.0;0;11;0;0;0;0;0;;;Mon Jan  8 11:58:21 2024;Mon Jan  8 11:58:43 2024;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
93;infrastructure;YRDSB-A;A8:BD:27:D4:49:20;;6;No;WPA2,AES-CCM;No;260.0;0;10;0;0;0;0;0;;;Mon Jan  8 11:58:21 2024;Mon Jan  8 11:58:43 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
94;infrastructure;YRDSB-Guest;A8:BD:27:E9:41:E2;;11;No;OPN,None;No;260.0;0;29;0;0;0;0;0;;;Mon Jan  8 11:58:21 2024;Mon Jan  8 11:58:49 2024;-90;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
95;infrastructure;;A8:BD:27:E9:41:E3;;11;No;WPA2,AES-CCM;No;260.0;0;28;0;0;0;0;0;;;Mon Jan  8 11:58:21 2024;Mon Jan  8 11:58:49 2024;-90;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
96;infrastructure;YRDSB-Guest;A8:BD:27:E9:80:42;;11;No;OPN,None;No;260.0;0;1;0;0;0;0;0;;;Mon Jan  8 11:58:27 2024;Mon Jan  8 11:58:27 2024;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
97;infrastructure;YRDSB-S;A8:BD:27:E9:80:41;;11;No;WPA2,AES-CCM;No;260.0;0;0;0;0;0;0;0;;;Mon Jan  8 11:58:27 2024;Mon Jan  8 11:58:27 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
98;infrastructure;;A8:BD:27:E9:46:41;;1;No;WPA,None;No;-1.0;0;0;0;1;0;0;1;;;Mon Jan  8 11:58:28 2024;Mon Jan  8 11:58:36 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
99;infrastructure;YRDSB-A;A8:BD:27:E9:39:00;;1;No;WPA2,AES-CCM;No;260.0;0;14;0;0;0;0;0;;;Mon Jan  8 11:58:28 2024;Mon Jan  8 11:58:50 2024;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
100;infrastructure;YRDSB-Guest;70:3A:0E:5D:F3:82;;6;No;OPN,None;No;260.0;0;2;0;0;0;0;0;;;Mon Jan  8 11:58:28 2024;Mon Jan  8 11:58:36 2024;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
101;infrastructure;YRDSB-S;A8:BD:27:D4:41:01;;11;No;WPA2,AES-CCM;No;260.0;0;14;0;0;0;0;0;;;Mon Jan  8 11:58:33 2024;Mon Jan  8 11:58:49 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
102;infrastructure;YRDSB-A;A8:BD:27:D4:41:00;;11;No;WPA2,AES-CCM;No;260.0;0;20;0;0;0;0;0;;;Mon Jan  8 11:58:34 2024;Mon Jan  8 11:58:49 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
103;infrastructure;;A8:BD:27:E9:34:02;;6;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 11:58:36 2024;Mon Jan  8 11:58:47 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
104;infrastructure;;A8:BD:27:E9:87:61;;6;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 11:58:36 2024;Mon Jan  8 11:58:43 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
105;infrastructure;YRDSB-Guest;A8:BD:27:E9:39:02;;1;No;OPN,None;No;260.0;0;18;0;0;0;0;0;;;Mon Jan  8 11:58:36 2024;Mon Jan  8 11:58:50 2024;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
106;infrastructure;;A8:BD:27:E9:39:03;;1;No;WPA2,AES-CCM;No;260.0;0;18;0;0;0;0;0;;;Mon Jan  8 11:58:36 2024;Mon Jan  8 11:58:50 2024;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
107;infrastructure;YRDSB-A;A8:BD:27:D4:30:80;;1;No;WPA2,AES-CCM;No;260.0;0;2;0;0;0;0;0;;;Mon Jan  8 11:58:38 2024;Mon Jan  8 11:58:47 2024;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
108;infrastructure;;70:3A:0E:5E:0B:C1;;11;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 11:58:39 2024;Mon Jan  8 11:58:39 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
109;infrastructure;;A8:BD:27:D4:40:81;;6;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Jan  8 11:58:39 2024;Mon Jan  8 11:58:46 2024;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
110;infrastructure;YRDSB-S;A8:BD:27:D4:30:81;;1;No;WPA2,AES-CCM;No;260.0;0;0;0;0;0;0;0;;;Mon Jan  8 11:58:40 2024;Mon Jan  8 11:58:47 2024;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
